match_id,gk_player_id,gk_name,gk_team,shots_faced,shots_on_target,goals_conceded,saves,save_pct,xGA,npxGA,goals_prevented,np_goals_prevented,penalties_faced,penalties_conceded,penalties_saved,clean_sheet,shots_six_yard,xG_six_yard,goals_six_yard,shots_pen_area,xG_pen_area,goals_pen_area,shots_outside_box,xG_outside_box,goals_outside_box,shots_open_play,xG_open_play,goals_open_play,shots_set_piece,xG_set_piece,goals_set_piece,shots_foot,xG_foot,shots_head,xG_head,gk_home_away,gk_goals_for,gk_goals_against,match_result,h_team,a_team,date,league
26602,181,Bernd Leno,Fulham,14,5,1,4,80.0,2.043,2.043,1.043,1.043,0,0,0,0,1,0.018,0,6,1.72,1,7,0.305,0,12,2.001,1,2,0.041,0,13,2.025,1,0.018,away,0,1,L,Manchester United,Fulham,2024-08-16 19:00:00,EPL
26602,10913,André Onana,Manchester United,10,2,0,2,100.0,0.419,0.419,0.419,0.419,0,0,0,1,2,0.085,0,4,0.2,0,4,0.134,0,5,0.181,0,5,0.238,0,6,0.215,4,0.204,home,1,0,W,Manchester United,Fulham,2024-08-16 19:00:00,EPL
26603,1257,Alisson,Liverpool,7,2,0,2,100.0,0.343,0.343,0.343,0.343,0,0,0,1,0,0.0,0,5,0.243,0,2,0.099,0,3,0.17,0,4,0.172,0,5,0.24,2,0.103,away,2,0,W,Ipswich,Liverpool,2024-08-17 11:30:00,EPL
26603,9251,Christian Walton,Ipswich,19,5,2,3,60.0,3.935,3.935,1.935,1.935,0,0,0,0,2,1.316,0,11,2.436,2,6,0.183,0,16,3.845,2,3,0.09,0,17,3.472,2,0.464,home,0,2,L,Ipswich,Liverpool,2024-08-17 11:30:00,EPL
26604,9676,David Raya,Arsenal,9,3,0,3,100.0,0.576,0.576,0.576,0.576,0,0,0,1,0,0.0,0,6,0.452,0,3,0.124,0,8,0.509,0,1,0.067,0,7,0.311,2,0.265,home,2,0,W,Arsenal,Wolverhampton Wanderers,2024-08-17 14:00:00,EPL
26604,9740,José Sá,Wolverhampton Wanderers,18,6,2,4,66.66666666666666,1.628,1.628,-0.372,-0.372,0,0,0,0,1,0.064,0,11,1.37,2,6,0.195,0,15,1.523,2,3,0.105,0,15,0.837,3,0.791,away,0,2,L,Arsenal,Wolverhampton Wanderers,2024-08-17 14:00:00,EPL
26605,741,Jordan Pickford,Everton,10,6,3,2,33.33333333333333,1.791,1.791,-1.209,-1.209,0,0,0,0,1,0.758,1,8,1.009,2,1,0.024,0,8,1.661,3,2,0.13,0,9,1.696,1,0.095,home,0,3,L,Everton,Brighton,2024-08-17 14:00:00,EPL
26605,7235,Jason Steele,Brighton,9,1,0,1,100.0,0.406,0.406,0.406,0.406,0,0,0,1,0,0.0,0,6,0.344,0,3,0.062,0,8,0.398,0,1,0.008,0,7,0.285,2,0.121,away,3,0,W,Everton,Brighton,2024-08-17 14:00:00,EPL
26606,635,Alex McCarthy,Southampton,3,1,1,0,0.0,0.433,0.433,-0.567,-0.567,0,0,0,0,0,0.0,0,3,0.433,1,0,0.0,0,1,0.36,1,2,0.073,0,2,0.397,1,0.036,away,0,1,L,Newcastle United,Southampton,2024-08-17 14:00:00,EPL
26606,5552,Nick Pope,Newcastle United,19,3,0,3,100.0,2.153,2.153,2.153,2.153,0,0,0,1,1,0.402,0,12,1.552,0,6,0.199,0,15,1.909,0,4,0.244,0,16,1.63,3,0.523,home,1,0,W,Newcastle United,Southampton,2024-08-17 14:00:00,EPL
26607,1297,Neto,Bournemouth,14,8,1,7,87.5,1.285,1.285,0.285,0.285,0,0,0,0,0,0.0,0,8,1.137,1,6,0.148,0,13,1.202,1,1,0.083,0,12,1.094,2,0.191,away,1,1,D,Nottingham Forest,Bournemouth,2024-08-17 14:00:00,EPL
26607,6903,Matz Sels,Nottingham Forest,13,4,1,3,75.0,1.909,1.909,0.909,0.909,0,0,0,0,3,1.214,1,3,0.463,0,7,0.233,0,11,1.412,1,2,0.497,0,11,1.349,2,0.561,home,1,1,D,Nottingham Forest,Bournemouth,2024-08-17 14:00:00,EPL
26608,2310,Alphonse Areola,West Ham,15,4,2,1,25.0,2.681,2.681,0.681,0.681,0,0,0,0,2,0.586,1,8,1.747,1,5,0.348,0,13,2.095,1,2,0.586,1,13,2.095,1,0.521,home,1,2,L,West Ham,Aston Villa,2024-08-17 16:30:00,EPL
26608,4401,Emiliano Martinez,Aston Villa,14,3,1,2,66.66666666666666,3.349,2.587,2.349,2.587,1,1,0,0,4,1.662,0,7,1.606,1,3,0.08,0,11,2.525,0,2,0.063,0,10,2.206,4,1.142,away,2,1,W,West Ham,Aston Villa,2024-08-17 16:30:00,EPL
26609,7047,Mark Flekken,Brentford,14,6,0,6,100.0,1.148,1.148,1.148,1.148,0,0,0,0,1,0.514,0,5,0.344,0,8,0.289,0,11,0.978,0,3,0.17,0,14,1.148,0,0.0,home,2,1,W,Brentford,Crystal Palace,2024-08-18 13:00:00,EPL
26609,7702,Dean Henderson,Crystal Palace,10,5,2,3,60.0,1.444,1.444,-0.556,-0.556,0,0,0,0,2,1.07,1,6,0.352,1,2,0.022,0,8,1.394,2,2,0.05,0,8,1.375,2,0.069,away,1,2,L,Brentford,Crystal Palace,2024-08-18 13:00:00,EPL
26610,6054,Ederson,Manchester City,10,3,0,3,100.0,1.061,1.061,1.061,1.061,0,0,0,1,1,0.546,0,5,0.41,0,4,0.106,0,9,1.008,0,1,0.053,0,9,0.953,1,0.108,away,2,0,W,Chelsea,Manchester City,2024-08-18 15:30:00,EPL
26610,9098,Robert Sánchez,Chelsea,11,5,2,3,60.0,1.18,1.18,-0.82,-0.82,0,0,0,0,0,0.0,0,6,0.967,1,5,0.213,1,10,1.134,2,1,0.046,0,11,1.18,0,0.0,home,0,2,L,Chelsea,Manchester City,2024-08-18 15:30:00,EPL
26611,8858,Guglielmo Vicario,Tottenham,7,3,1,2,66.66666666666666,1.026,1.026,0.026,0.026,0,0,0,0,1,0.505,1,5,0.513,0,1,0.008,0,5,0.953,1,2,0.073,0,4,0.485,3,0.541,away,1,1,D,Leicester,Tottenham,2024-08-19 19:00:00,EPL
26611,12910,Mads Hermansen,Leicester,15,6,1,5,83.33333333333334,1.408,1.408,0.408,0.408,0,0,0,0,2,0.359,0,10,0.985,1,3,0.064,0,7,0.576,1,8,0.832,0,9,0.537,6,0.871,home,1,1,D,Leicester,Tottenham,2024-08-19 19:00:00,EPL
26612,7235,Jason Steele,Brighton,11,3,1,2,66.66666666666666,1.286,1.286,0.286,0.286,0,0,0,0,1,0.52,0,7,0.7,1,3,0.065,0,9,1.204,1,2,0.082,0,9,1.204,2,0.082,home,2,1,W,Brighton,Manchester United,2024-08-24 11:30:00,EPL
26612,10913,André Onana,Manchester United,14,5,2,2,40.0,2.142,2.142,0.142,0.142,0,0,0,0,4,1.509,2,6,0.459,0,4,0.173,0,9,1.393,1,5,0.749,1,9,1.352,5,0.79,away,1,2,L,Brighton,Manchester United,2024-08-24 11:30:00,EPL
26613,2310,Alphonse Areola,West Ham,14,4,0,2,50.0,1.376,1.376,1.376,1.376,0,0,0,1,0,0.0,0,8,1.242,0,6,0.135,0,10,1.153,0,4,0.223,0,13,1.239,1,0.137,away,2,0,W,Crystal Palace,West Ham,2024-08-24 14:00:00,EPL
26613,7702,Dean Henderson,Crystal Palace,18,3,2,1,33.33333333333333,1.566,1.566,-0.434,-0.434,0,0,0,0,1,0.482,0,12,0.979,2,5,0.105,0,12,0.887,2,6,0.679,0,14,0.925,4,0.641,home,0,2,L,Crystal Palace,West Ham,2024-08-24 14:00:00,EPL
26614,181,Bernd Leno,Fulham,10,4,1,3,75.0,0.857,0.857,-0.143,-0.143,0,0,0,0,1,0.474,1,5,0.274,0,4,0.109,0,4,0.116,0,6,0.741,1,6,0.217,4,0.64,home,2,1,W,Fulham,Leicester,2024-08-24 14:00:00,EPL
26614,12910,Mads Hermansen,Leicester,18,6,2,4,66.66666666666666,1.962,1.962,-0.038,-0.038,0,0,0,0,2,0.514,0,11,1.219,2,5,0.229,0,11,1.34,2,7,0.622,0,12,1.293,6,0.669,away,1,2,L,Fulham,Leicester,2024-08-24 14:00:00,EPL
26615,6054,Ederson,Manchester City,1,1,1,0,0.0,0.48,0.48,-0.52,-0.52,0,0,0,0,0,0.0,0,0,0.0,0,1,0.48,1,1,0.48,1,0,0.0,0,1,0.48,0,0.0,home,4,1,W,Manchester City,Ipswich,2024-08-24 14:00:00,EPL
26615,7027,Arijanet Muric,Ipswich,14,7,4,1,14.285714285714285,3.078,2.317,-0.922,-0.683,1,1,0,0,1,0.151,0,8,2.392,2,5,0.535,2,10,1.785,3,3,0.532,0,11,2.652,3,0.426,away,1,4,L,Manchester City,Ipswich,2024-08-24 14:00:00,EPL
26616,635,Alex McCarthy,Southampton,23,8,1,7,87.5,2.917,2.917,1.917,1.917,0,0,0,0,3,1.314,1,11,1.285,0,9,0.318,0,15,1.346,0,8,1.571,1,19,2.228,4,0.689,home,0,1,L,Southampton,Nottingham Forest,2024-08-24 14:00:00,EPL
26616,6903,Matz Sels,Nottingham Forest,5,1,0,1,100.0,0.215,0.215,0.215,0.215,0,0,0,1,0,0.0,0,2,0.092,0,3,0.123,0,4,0.193,0,1,0.021,0,5,0.215,0,0.0,away,1,0,W,Southampton,Nottingham Forest,2024-08-24 14:00:00,EPL
26617,741,Jordan Pickford,Everton,13,7,4,3,42.857142857142854,2.611,2.611,-1.389,-1.389,0,0,0,0,1,0.527,1,8,1.826,2,4,0.259,1,7,1.607,3,6,1.004,1,9,1.683,4,0.928,away,0,4,L,Tottenham,Everton,2024-08-24 14:00:00,EPL
26617,8858,Guglielmo Vicario,Tottenham,10,1,0,1,100.0,0.656,0.656,0.656,0.656,0,0,0,1,3,0.202,0,7,0.455,0,0,0.0,0,4,0.249,0,6,0.407,0,6,0.477,4,0.179,home,4,0,W,Tottenham,Everton,2024-08-24 14:00:00,EPL
26618,4401,Emiliano Martinez,Aston Villa,9,4,2,2,50.0,1.414,1.414,-0.586,-0.586,0,0,0,0,1,0.614,0,4,0.662,1,4,0.137,1,9,1.414,2,0,0.0,0,9,1.414,0,0.0,home,0,2,L,Aston Villa,Arsenal,2024-08-24 16:30:00,EPL
26618,9676,David Raya,Arsenal,11,3,0,3,100.0,1.344,1.344,1.344,1.344,0,0,0,1,1,0.475,0,6,0.643,0,4,0.226,0,10,1.29,0,1,0.054,0,9,0.814,2,0.53,away,2,0,W,Aston Villa,Arsenal,2024-08-24 16:30:00,EPL
26619,9098,Robert Sánchez,Chelsea,12,5,2,2,40.0,2.418,2.418,0.418,0.418,0,0,0,0,1,0.563,0,7,1.775,2,4,0.08,0,8,1.398,1,4,1.02,1,11,2.006,1,0.412,away,6,2,W,Wolverhampton Wanderers,Chelsea,2024-08-25 13:00:00,EPL
26619,9740,José Sá,Wolverhampton Wanderers,14,9,6,2,22.22222222222222,2.029,2.029,-3.971,-3.971,0,0,0,0,1,0.313,1,9,1.517,4,4,0.2,1,12,1.666,5,2,0.363,1,13,1.717,1,0.313,home,2,6,L,Wolverhampton Wanderers,Chelsea,2024-08-25 13:00:00,EPL
26620,1297,Neto,Bournemouth,14,5,1,4,80.0,1.893,1.893,0.893,0.893,0,0,0,0,1,0.51,1,11,1.318,0,2,0.064,0,8,1.248,1,6,0.645,0,10,1.054,4,0.839,home,1,1,D,Bournemouth,Newcastle United,2024-08-25 13:00:00,EPL
26620,5552,Nick Pope,Newcastle United,16,5,1,3,60.0,2.535,2.535,1.535,1.535,0,0,0,0,4,1.814,1,7,0.501,0,5,0.22,0,13,2.328,1,3,0.207,0,14,2.382,2,0.153,away,1,1,D,Bournemouth,Newcastle United,2024-08-25 13:00:00,EPL
26621,1257,Alisson,Liverpool,8,2,0,2,100.0,0.457,0.457,0.457,0.457,0,0,0,1,1,0.063,0,3,0.319,0,4,0.075,0,3,0.081,0,5,0.376,0,6,0.145,2,0.313,home,2,0,W,Liverpool,Brentford,2024-08-25 15:30:00,EPL
26621,7047,Mark Flekken,Brentford,19,8,2,6,75.0,2.757,2.757,0.757,0.757,0,0,0,0,3,1.184,0,14,1.46,2,2,0.113,0,14,2.484,2,5,0.272,0,15,2.208,4,0.548,away,0,2,L,Liverpool,Brentford,2024-08-25 15:30:00,EPL
26622,9676,David Raya,Arsenal,22,4,1,3,75.0,1.966,1.966,0.966,0.966,0,0,0,0,0,0.0,0,15,1.792,1,7,0.175,0,18,1.806,1,4,0.16,0,16,1.594,5,0.184,home,1,1,D,Arsenal,Brighton,2024-08-31 11:30:00,EPL
26622,11711,Bart Verbruggen,Brighton,11,7,1,6,85.71428571428571,2.418,2.418,1.418,1.418,0,0,0,0,2,0.207,0,8,1.757,0,1,0.455,1,9,2.011,1,2,0.407,0,10,2.373,1,0.045,away,1,1,D,Arsenal,Brighton,2024-08-31 11:30:00,EPL
26623,5603,Aaron Ramsdale,Southampton,20,8,3,4,50.0,3.895,3.895,0.895,0.895,0,0,0,0,2,1.416,1,13,2.329,2,5,0.151,0,19,3.879,3,1,0.016,0,18,3.589,2,0.306,away,1,3,L,Brentford,Southampton,2024-08-31 14:00:00,EPL
26623,7047,Mark Flekken,Brentford,18,7,1,5,71.42857142857143,1.647,1.647,0.647,0.647,0,0,0,0,3,1.049,0,6,0.379,1,9,0.219,0,14,0.821,1,4,0.826,0,14,0.795,3,0.244,home,3,1,W,Brentford,Southampton,2024-08-31 14:00:00,EPL
26624,741,Jordan Pickford,Everton,17,7,3,4,57.14285714285714,3.307,3.307,0.307,0.307,0,0,0,0,6,2.76,3,6,0.426,0,5,0.121,0,13,3.127,3,4,0.18,0,13,1.777,4,1.53,home,2,3,L,Everton,Bournemouth,2024-08-31 14:00:00,EPL
26624,5061,Kepa,Bournemouth,18,9,2,6,66.66666666666666,2.556,2.556,0.556,0.556,0,0,0,0,2,0.472,0,11,1.908,2,5,0.176,0,12,1.511,1,6,1.045,1,14,2.034,4,0.522,away,3,2,W,Everton,Bournemouth,2024-08-31 14:00:00,EPL
26625,181,Bernd Leno,Fulham,11,4,1,3,75.0,0.707,0.707,-0.293,-0.293,0,0,0,0,1,0.288,0,5,0.205,0,5,0.214,1,6,0.253,1,5,0.454,0,8,0.352,3,0.355,away,1,1,D,Ipswich,Fulham,2024-08-31 14:00:00,EPL
26625,7027,Arijanet Muric,Ipswich,9,4,1,3,75.0,1.189,1.189,0.189,0.189,0,0,0,0,1,0.08,0,8,1.109,1,0,0.0,0,7,1.053,1,2,0.135,0,7,0.73,2,0.459,home,1,1,D,Ipswich,Fulham,2024-08-31 14:00:00,EPL
26626,4401,Emiliano Martinez,Aston Villa,9,3,1,2,66.66666666666666,0.775,0.775,-0.225,-0.225,0,0,0,0,0,0.0,0,3,0.637,1,6,0.138,0,7,0.644,1,2,0.131,0,7,0.646,2,0.129,away,2,1,W,Leicester,Aston Villa,2024-08-31 14:00:00,EPL
26626,12910,Mads Hermansen,Leicester,10,5,2,3,60.0,2.164,2.164,0.164,0.164,0,0,0,0,2,1.071,1,6,1.033,1,2,0.06,0,8,1.093,1,2,1.071,1,9,1.789,1,0.375,home,1,2,L,Leicester,Aston Villa,2024-08-31 14:00:00,EPL
26627,978,Sam Johnstone,Wolverhampton Wanderers,16,5,1,4,80.0,1.411,1.411,0.411,0.411,0,0,0,0,4,0.76,0,9,0.519,1,3,0.132,0,11,1.234,0,5,0.176,1,13,0.781,3,0.63,away,1,1,D,Nottingham Forest,Wolverhampton Wanderers,2024-08-31 14:00:00,EPL
26627,6903,Matz Sels,Nottingham Forest,11,2,1,1,50.0,1.103,1.103,0.103,0.103,0,0,0,0,1,0.476,0,3,0.463,0,7,0.164,1,9,1.025,1,2,0.078,0,11,1.103,0,0.0,home,1,1,D,Nottingham Forest,Wolverhampton Wanderers,2024-08-31 14:00:00,EPL
26628,2310,Alphonse Areola,West Ham,24,9,3,5,55.55555555555556,3.202,3.202,0.202,0.202,0,0,0,0,2,0.477,0,17,2.279,2,5,0.446,1,16,2.444,3,8,0.758,0,18,2.619,6,0.583,home,1,3,L,West Ham,Manchester City,2024-08-31 16:30:00,EPL
26628,6054,Ederson,Manchester City,10,3,0,2,66.66666666666666,0.947,0.947,0.947,0.947,0,0,0,0,2,0.582,0,5,0.311,0,3,0.054,0,8,0.441,0,2,0.506,0,9,0.454,1,0.493,away,3,1,W,West Ham,Manchester City,2024-08-31 16:30:00,EPL
26629,5552,Nick Pope,Newcastle United,20,6,0,6,100.0,1.646,1.646,1.646,1.646,0,0,0,0,2,0.822,0,7,0.441,0,11,0.383,0,11,1.313,0,9,0.333,0,19,1.61,1,0.036,home,2,1,W,Newcastle United,Tottenham,2024-09-01 12:30:00,EPL
26629,8858,Guglielmo Vicario,Tottenham,10,4,2,1,25.0,1.587,1.587,-0.413,-0.413,0,0,0,0,2,0.906,1,4,0.578,1,4,0.103,0,6,1.393,2,4,0.194,0,9,1.456,1,0.131,away,1,2,L,Newcastle United,Tottenham,2024-09-01 12:30:00,EPL
26630,7702,Dean Henderson,Crystal Palace,13,7,1,6,85.71428571428571,2.977,2.977,1.977,1.977,0,0,0,0,4,2.22,1,4,0.591,0,5,0.167,0,9,1.917,1,4,1.061,0,11,2.853,2,0.125,away,1,1,D,Chelsea,Crystal Palace,2024-09-01 12:30:00,EPL
26630,9098,Robert Sánchez,Chelsea,9,3,1,2,66.66666666666666,0.461,0.461,-0.539,-0.539,0,0,0,0,0,0.0,0,4,0.272,0,5,0.189,1,5,0.231,0,4,0.23,1,9,0.461,0,0.0,home,1,1,D,Chelsea,Crystal Palace,2024-09-01 12:30:00,EPL
26631,1257,Alisson,Liverpool,8,3,0,3,100.0,1.501,1.501,1.501,1.501,0,0,0,1,2,0.998,0,3,0.461,0,3,0.042,0,7,1.158,0,1,0.343,0,7,1.027,1,0.473,away,3,0,W,Manchester United,Liverpool,2024-09-01 15:00:00,EPL
26631,10913,André Onana,Manchester United,11,3,3,0,0.0,2.104,2.104,-0.896,-0.896,0,0,0,0,2,0.786,1,8,1.217,2,1,0.101,0,10,2.024,3,1,0.08,0,8,1.571,3,0.533,home,0,3,L,Manchester United,Liverpool,2024-09-01 15:00:00,EPL
26632,5603,Aaron Ramsdale,Southampton,20,10,3,7,70.0,3.027,3.027,0.027,0.027,0,0,0,0,1,0.675,0,10,2.135,2,9,0.217,1,15,2.496,1,5,0.531,2,19,2.661,1,0.366,home,0,3,L,Southampton,Manchester United,2024-09-14 11:30:00,EPL
26632,10913,André Onana,Manchester United,6,3,0,3,100.0,1.514,0.752,1.514,0.752,1,0,1,1,0,0.0,0,6,1.514,0,0,0.0,0,3,0.106,0,2,0.646,0,4,0.867,1,0.207,away,3,0,W,Southampton,Manchester United,2024-09-14 11:30:00,EPL
26633,7027,Arijanet Muric,Ipswich,21,6,0,6,100.0,2.098,2.098,2.098,2.098,0,0,0,1,3,0.717,0,7,0.805,0,11,0.576,0,14,1.718,0,7,0.38,0,20,2.08,1,0.017,away,0,0,D,Brighton,Ipswich,2024-09-14 14:00:00,EPL
26633,11711,Bart Verbruggen,Brighton,6,2,0,1,50.0,0.724,0.724,0.724,0.724,0,0,0,1,1,0.523,0,2,0.049,0,3,0.151,0,3,0.633,0,3,0.091,0,4,0.675,2,0.049,home,0,0,D,Brighton,Ipswich,2024-09-14 14:00:00,EPL
26634,181,Bernd Leno,Fulham,11,3,1,2,66.66666666666666,0.683,0.683,-0.317,-0.317,0,0,0,0,0,0.0,0,7,0.613,1,4,0.07,0,8,0.606,1,3,0.077,0,8,0.601,3,0.081,home,1,1,D,Fulham,West Ham,2024-09-14 14:00:00,EPL
26634,2310,Alphonse Areola,West Ham,21,5,1,4,80.0,2.886,2.886,1.886,1.886,0,0,0,0,2,1.079,1,15,1.648,0,4,0.159,0,17,2.707,1,4,0.179,0,17,1.955,4,0.931,away,1,1,D,Fulham,West Ham,2024-09-14 14:00:00,EPL
26635,1257,Alisson,Liverpool,5,3,1,2,66.66666666666666,0.59,0.59,-0.41,-0.41,0,0,0,0,0,0.0,0,3,0.509,0,2,0.081,1,5,0.59,1,0,0.0,0,5,0.59,0,0.0,home,0,1,L,Liverpool,Nottingham Forest,2024-09-14 14:00:00,EPL
26635,6903,Matz Sels,Nottingham Forest,14,6,0,5,83.33333333333334,1.17,1.17,1.17,1.17,0,0,0,1,1,0.571,0,9,0.511,0,4,0.089,0,11,1.057,0,3,0.113,0,9,0.875,5,0.296,away,1,0,W,Liverpool,Nottingham Forest,2024-09-14 14:00:00,EPL
26636,7702,Dean Henderson,Crystal Palace,9,4,2,2,50.0,1.652,1.652,-0.348,-0.348,0,0,0,0,0,0.0,0,7,1.595,2,2,0.057,0,7,1.622,2,2,0.03,0,7,1.622,2,0.03,home,2,2,D,Crystal Palace,Leicester,2024-09-14 14:00:00,EPL
26636,12910,Mads Hermansen,Leicester,20,4,2,2,50.0,2.903,2.142,0.903,1.142,1,1,0,0,2,0.939,1,14,1.828,1,4,0.136,0,15,1.922,1,4,0.22,0,18,2.839,2,0.064,away,2,2,D,Crystal Palace,Leicester,2024-09-14 14:00:00,EPL
26637,6054,Ederson,Manchester City,8,5,1,4,80.0,1.051,1.051,0.051,0.051,0,0,0,0,2,0.699,1,4,0.289,0,2,0.063,0,4,0.75,1,4,0.301,0,5,0.338,3,0.713,home,2,1,W,Manchester City,Brentford,2024-09-14 14:00:00,EPL
26637,7047,Mark Flekken,Brentford,18,8,2,5,62.5,1.553,1.553,-0.447,-0.447,0,0,0,0,1,0.025,0,9,1.203,2,8,0.325,0,12,1.356,2,6,0.197,0,17,1.528,1,0.025,away,1,2,L,Manchester City,Brentford,2024-09-14 14:00:00,EPL
26638,741,Jordan Pickford,Everton,17,7,3,4,57.14285714285714,3.178,3.178,0.178,0.178,0,0,0,0,3,1.39,1,10,1.664,1,4,0.125,1,13,2.54,3,4,0.638,0,14,1.704,3,1.474,away,2,3,L,Aston Villa,Everton,2024-09-14 16:30:00,EPL
26638,4401,Emiliano Martinez,Aston Villa,6,3,2,0,0.0,0.852,0.852,-1.148,-1.148,0,0,0,0,2,0.638,1,3,0.18,0,1,0.035,1,3,0.255,1,3,0.597,1,3,0.199,3,0.653,home,3,2,W,Aston Villa,Everton,2024-09-14 16:30:00,EPL
26639,7582,Mark Travers,Bournemouth,10,3,1,2,66.66666666666666,0.933,0.933,-0.067,-0.067,0,0,0,0,0,0.0,0,6,0.835,1,4,0.098,0,8,0.864,1,2,0.069,0,9,0.878,1,0.054,home,0,1,L,Bournemouth,Chelsea,2024-09-14 19:00:00,EPL
26639,9098,Robert Sánchez,Chelsea,19,8,0,7,87.5,1.537,0.776,1.537,0.776,1,0,1,1,0,0.0,0,10,1.364,0,9,0.174,0,15,0.711,0,3,0.065,0,17,1.443,2,0.095,away,1,0,W,Bournemouth,Chelsea,2024-09-14 19:00:00,EPL
26640,8858,Guglielmo Vicario,Tottenham,7,4,1,3,75.0,1.121,1.121,0.121,0.121,0,0,0,0,1,0.515,1,6,0.606,0,0,0.0,0,4,0.52,0,3,0.601,1,4,0.463,3,0.658,home,0,1,L,Tottenham,Arsenal,2024-09-15 13:00:00,EPL
26640,9676,David Raya,Arsenal,15,5,0,5,100.0,0.793,0.793,0.793,0.793,0,0,0,1,0,0.0,0,10,0.695,0,5,0.097,0,14,0.776,0,1,0.017,0,11,0.524,4,0.268,away,1,0,W,Tottenham,Arsenal,2024-09-15 13:00:00,EPL
26641,978,Sam Johnstone,Wolverhampton Wanderers,14,7,2,4,57.14285714285714,1.488,1.488,-0.512,-0.512,0,0,0,0,1,0.117,0,7,1.059,0,6,0.312,2,10,1.217,2,4,0.271,0,13,1.455,1,0.033,home,1,2,L,Wolverhampton Wanderers,Newcastle United,2024-09-15 15:30:00,EPL
26641,5552,Nick Pope,Newcastle United,12,6,1,4,66.66666666666666,1.47,1.47,0.47,0.47,0,0,0,0,0,0.0,0,10,1.337,1,2,0.133,0,11,1.434,1,1,0.036,0,10,1.261,2,0.208,away,2,1,W,Wolverhampton Wanderers,Newcastle United,2024-09-15 15:30:00,EPL
26642,2310,Alphonse Areola,West Ham,12,5,3,2,40.0,2.397,2.397,-0.603,-0.603,0,0,0,0,1,0.589,0,10,1.722,3,1,0.086,0,12,2.397,3,0,0.0,0,11,1.808,1,0.589,home,0,3,L,West Ham,Chelsea,2024-09-21 11:30:00,EPL
26642,9098,Robert Sánchez,Chelsea,15,7,0,7,100.0,0.759,0.759,0.759,0.759,0,0,0,1,1,0.089,0,7,0.418,0,7,0.251,0,11,0.537,0,4,0.221,0,14,0.672,1,0.086,away,3,0,W,West Ham,Chelsea,2024-09-21 11:30:00,EPL
26643,5603,Aaron Ramsdale,Southampton,13,6,1,5,83.33333333333334,1.645,1.645,0.645,0.645,0,0,0,0,2,0.717,0,6,0.768,0,5,0.16,1,7,1.395,0,6,0.25,1,9,0.591,3,0.579,home,1,1,D,Southampton,Ipswich,2024-09-21 14:00:00,EPL
26643,7027,Arijanet Muric,Ipswich,11,4,1,2,50.0,2.983,2.983,1.983,1.983,0,0,0,0,1,0.702,0,8,2.211,1,2,0.069,0,9,2.814,1,2,0.169,0,11,2.983,0,0.0,away,1,1,D,Southampton,Ipswich,2024-09-21 14:00:00,EPL
26644,741,Jordan Pickford,Everton,12,2,1,1,50.0,1.338,1.338,0.338,0.338,0,0,0,0,1,0.596,1,9,0.703,0,2,0.038,0,8,0.354,0,4,0.984,1,9,0.95,2,0.34,away,1,1,D,Leicester,Everton,2024-09-21 14:00:00,EPL
26644,12910,Mads Hermansen,Leicester,16,5,1,4,80.0,1.831,1.831,0.831,0.831,0,0,0,0,0,0.0,0,13,1.76,1,3,0.07,0,14,1.785,1,2,0.046,0,14,1.793,2,0.038,home,1,1,D,Leicester,Everton,2024-09-21 14:00:00,EPL
26645,5061,Kepa,Bournemouth,19,13,3,9,69.23076923076923,2.437,2.437,-0.563,-0.563,0,0,0,0,1,0.127,0,13,2.149,3,5,0.162,0,18,2.407,3,1,0.03,0,18,2.407,1,0.03,away,0,3,L,Liverpool,Bournemouth,2024-09-21 14:00:00,EPL
26645,7904,Caoimhin Kelleher,Liverpool,19,7,0,6,85.71428571428571,1.488,1.488,1.488,1.488,0,0,0,1,2,0.508,0,10,0.809,0,7,0.171,0,13,0.832,0,6,0.656,0,16,1.278,3,0.21,home,3,0,W,Liverpool,Bournemouth,2024-09-21 14:00:00,EPL
26646,181,Bernd Leno,Fulham,15,4,1,3,75.0,1.099,1.099,0.099,0.099,0,0,0,0,1,0.342,0,10,0.621,1,4,0.136,0,11,0.69,1,4,0.408,0,11,0.634,4,0.464,home,3,1,W,Fulham,Newcastle United,2024-09-21 14:00:00,EPL
26646,5552,Nick Pope,Newcastle United,22,12,3,8,66.66666666666666,3.213,3.213,0.213,0.213,0,0,0,0,2,0.718,0,16,2.383,3,4,0.112,0,16,2.895,3,6,0.318,0,20,3.176,2,0.038,away,1,3,L,Fulham,Newcastle United,2024-09-21 14:00:00,EPL
26647,978,Sam Johnstone,Wolverhampton Wanderers,9,3,3,0,0.0,2.374,2.374,-0.626,-0.626,0,0,0,0,2,0.706,1,4,1.51,2,3,0.157,0,5,1.815,3,4,0.558,0,7,1.607,2,0.766,away,1,3,L,Aston Villa,Wolverhampton Wanderers,2024-09-21 14:00:00,EPL
26647,4401,Emiliano Martinez,Aston Villa,10,4,1,3,75.0,0.52,0.52,-0.48,-0.48,0,0,0,0,0,0.0,0,8,0.451,0,2,0.069,1,5,0.289,1,5,0.231,0,7,0.393,3,0.127,home,3,1,W,Aston Villa,Wolverhampton Wanderers,2024-09-21 14:00:00,EPL
