entity,entity_type,cell_x,cell_y,xT
Bologna,team,14,10,0.0
Bologna,team,14,11,0.0
Bologna,team,15,0,0.0
Bologna,team,15,1,0.0
Bologna,team,15,2,0.0
Bologna,team,15,3,0.0
Bologna,team,15,4,0.0
Bologna,team,15,5,0.583333
Bologna,team,15,6,0.181818
Bologna,team,15,7,0.0
Bologna,team,15,8,0.2
Bologna,team,15,9,0.0
Bologna,team,15,10,0.0
Bologna,team,15,11,0.0
Borussia Dortmund,team,0,0,0.0
Borussia Dortmund,team,0,1,0.0
Borussia Dortmund,team,0,2,0.0
Borussia Dortmund,team,0,3,0.0
Borussia Dortmund,team,0,4,0.0
Borussia Dortmund,team,0,5,0.0
Borussia Dortmund,team,0,6,0.0
Borussia Dortmund,team,0,7,0.0
Borussia Dortmund,team,0,8,0.0
Borussia Dortmund,team,0,9,0.0
Borussia Dortmund,team,0,10,0.0
Borussia Dortmund,team,0,11,0.0
Borussia Dortmund,team,1,0,0.0
Borussia Dortmund,team,1,1,0.0
Borussia Dortmund,team,1,2,0.0
Borussia Dortmund,team,1,3,0.0
Borussia Dortmund,team,1,4,0.0
Borussia Dortmund,team,1,5,0.0
Borussia Dortmund,team,1,6,0.0
Borussia Dortmund,team,1,7,0.0
Borussia Dortmund,team,1,8,0.0
Borussia Dortmund,team,1,9,0.0
Borussia Dortmund,team,1,10,0.0
Borussia Dortmund,team,1,11,0.0
Borussia Dortmund,team,2,0,0.0
Borussia Dortmund,team,2,1,0.0
Borussia Dortmund,team,2,2,0.0
Borussia Dortmund,team,2,3,0.0
Borussia Dortmund,team,2,4,0.0
Borussia Dortmund,team,2,5,0.0
Borussia Dortmund,team,2,6,0.0
Borussia Dortmund,team,2,7,0.0
Borussia Dortmund,team,2,8,0.0
Borussia Dortmund,team,2,9,0.0
Borussia Dortmund,team,2,10,0.0
Borussia Dortmund,team,2,11,0.0
Borussia Dortmund,team,3,0,0.0
Borussia Dortmund,team,3,1,0.0
Borussia Dortmund,team,3,2,0.0
Borussia Dortmund,team,3,3,0.0
Borussia Dortmund,team,3,4,0.0
Borussia Dortmund,team,3,5,0.0
Borussia Dortmund,team,3,6,0.0
Borussia Dortmund,team,3,7,0.0
Borussia Dortmund,team,3,8,0.0
Borussia Dortmund,team,3,9,0.0
Borussia Dortmund,team,3,10,0.0
Borussia Dortmund,team,3,11,0.0
Borussia Dortmund,team,4,0,0.0
Borussia Dortmund,team,4,1,0.0
Borussia Dortmund,team,4,2,0.0
Borussia Dortmund,team,4,3,0.0
Borussia Dortmund,team,4,4,0.0
Borussia Dortmund,team,4,5,0.0
Borussia Dortmund,team,4,6,0.0
Borussia Dortmund,team,4,7,0.0
Borussia Dortmund,team,4,8,0.0
Borussia Dortmund,team,4,9,0.0
Borussia Dortmund,team,4,10,0.0
Borussia Dortmund,team,4,11,0.0
Borussia Dortmund,team,5,0,0.0
Borussia Dortmund,team,5,1,0.0
Borussia Dortmund,team,5,2,0.0
Borussia Dortmund,team,5,3,0.0
Borussia Dortmund,team,5,4,0.0
Borussia Dortmund,team,5,5,0.0
Borussia Dortmund,team,5,6,0.0
Borussia Dortmund,team,5,7,0.0
Borussia Dortmund,team,5,8,0.0
Borussia Dortmund,team,5,9,0.0
Borussia Dortmund,team,5,10,0.0
Borussia Dortmund,team,5,11,0.0
Borussia Dortmund,team,6,0,0.0
Borussia Dortmund,team,6,1,0.0
Borussia Dortmund,team,6,2,0.0
Borussia Dortmund,team,6,3,0.0
Borussia Dortmund,team,6,4,0.0
Borussia Dortmund,team,6,5,0.0
Borussia Dortmund,team,6,6,0.0
Borussia Dortmund,team,6,7,0.0
Borussia Dortmund,team,6,8,0.0
Borussia Dortmund,team,6,9,0.0
Borussia Dortmund,team,6,10,0.0
Borussia Dortmund,team,6,11,0.0
Borussia Dortmund,team,7,0,0.0
Borussia Dortmund,team,7,1,0.0
Borussia Dortmund,team,7,2,0.0
Borussia Dortmund,team,7,3,0.0
Borussia Dortmund,team,7,4,0.0
Borussia Dortmund,team,7,5,0.0
Borussia Dortmund,team,7,6,0.0
Borussia Dortmund,team,7,7,0.0
Borussia Dortmund,team,7,8,0.0
Borussia Dortmund,team,7,9,0.0
Borussia Dortmund,team,7,10,0.0
Borussia Dortmund,team,7,11,0.0
Borussia Dortmund,team,8,0,0.0
Borussia Dortmund,team,8,1,0.0
Borussia Dortmund,team,8,2,0.0
Borussia Dortmund,team,8,3,0.0
Borussia Dortmund,team,8,4,0.0
Borussia Dortmund,team,8,5,0.0
Borussia Dortmund,team,8,6,0.0
Borussia Dortmund,team,8,7,0.0
Borussia Dortmund,team,8,8,0.0
Borussia Dortmund,team,8,9,0.0
Borussia Dortmund,team,8,10,0.0
Borussia Dortmund,team,8,11,0.0
Borussia Dortmund,team,9,0,0.0
Borussia Dortmund,team,9,1,0.0
Borussia Dortmund,team,9,2,0.0
Borussia Dortmund,team,9,3,0.0
Borussia Dortmund,team,9,4,0.0
Borussia Dortmund,team,9,5,0.087283
Borussia Dortmund,team,9,6,0.103462
Borussia Dortmund,team,9,7,0.071422
Borussia Dortmund,team,9,8,0.0
Borussia Dortmund,team,9,9,0.0
Borussia Dortmund,team,9,10,0.0
Borussia Dortmund,team,9,11,0.0
Borussia Dortmund,team,10,0,0.0
Borussia Dortmund,team,10,1,0.0
Borussia Dortmund,team,10,2,0.101246
Borussia Dortmund,team,10,3,0.096853
Borussia Dortmund,team,10,4,0.09053
Borussia Dortmund,team,10,5,0.149995
Borussia Dortmund,team,10,6,0.098294
Borussia Dortmund,team,10,7,0.114787
Borussia Dortmund,team,10,8,0.071422
Borussia Dortmund,team,10,9,0.074567
Borussia Dortmund,team,10,10,0.0
Borussia Dortmund,team,10,11,0.0
Borussia Dortmund,team,11,0,0.0
Borussia Dortmund,team,11,1,0.0
Borussia Dortmund,team,11,2,0.129432
Borussia Dortmund,team,11,3,0.110777
Borussia Dortmund,team,11,4,0.176518
Borussia Dortmund,team,11,5,0.105715
Borussia Dortmund,team,11,6,0.074075
Borussia Dortmund,team,11,7,0.079326
Borussia Dortmund,team,11,8,0.077493
Borussia Dortmund,team,11,9,0.074567
Borussia Dortmund,team,11,10,0.0
Borussia Dortmund,team,11,11,0.0
Borussia Dortmund,team,12,0,0.0
Borussia Dortmund,team,12,1,0.0
Borussia Dortmund,team,12,2,0.117797
Borussia Dortmund,team,12,3,0.086689
Borussia Dortmund,team,12,4,0.173689
Borussia Dortmund,team,12,5,0.086564
Borussia Dortmund,team,12,6,0.10974
Borussia Dortmund,team,12,7,0.13547
Borussia Dortmund,team,12,8,0.074586
Borussia Dortmund,team,12,9,0.147789
Borussia Dortmund,team,12,10,0.074567
Borussia Dortmund,team,12,11,0.0
Borussia Dortmund,team,13,0,0.0
Borussia Dortmund,team,13,1,0.190909
Borussia Dortmund,team,13,2,0.127273
Borussia Dortmund,team,13,3,0.085436
Borussia Dortmund,team,13,4,0.089731
Borussia Dortmund,team,13,5,0.169411
Borussia Dortmund,team,13,6,0.269166
Borussia Dortmund,team,13,7,0.20826
Borussia Dortmund,team,13,8,0.073933
Borussia Dortmund,team,13,9,0.263124
Borussia Dortmund,team,13,10,0.0
Borussia Dortmund,team,13,11,0.0
Borussia Dortmund,team,14,0,0.0
Borussia Dortmund,team,14,1,0.0
Borussia Dortmund,team,14,2,0.0
Borussia Dortmund,team,14,3,0.190909
Borussia Dortmund,team,14,4,0.149968
Borussia Dortmund,team,14,5,0.215081
Borussia Dortmund,team,14,6,0.28695
Borussia Dortmund,team,14,7,0.147585
Borussia Dortmund,team,14,8,0.228019
Borussia Dortmund,team,14,9,0.0
Borussia Dortmund,team,14,10,0.0
Borussia Dortmund,team,14,11,0.0
Borussia Dortmund,team,15,0,0.0
Borussia Dortmund,team,15,1,0.0
Borussia Dortmund,team,15,2,0.0
Borussia Dortmund,team,15,3,0.0
Borussia Dortmund,team,15,4,0.1
Borussia Dortmund,team,15,5,0.333333
Borussia Dortmund,team,15,6,0.391304
Borussia Dortmund,team,15,7,0.444444
Borussia Dortmund,team,15,8,0.333333
Borussia Dortmund,team,15,9,0.0
Borussia Dortmund,team,15,10,0.0
Borussia Dortmund,team,15,11,0.0
Borussia M.Gladbach,team,0,0,0.0
Borussia M.Gladbach,team,0,1,0.0
Borussia M.Gladbach,team,0,2,0.0
Borussia M.Gladbach,team,0,3,0.0
Borussia M.Gladbach,team,0,4,0.0
Borussia M.Gladbach,team,0,5,0.0
Borussia M.Gladbach,team,0,6,0.0
Borussia M.Gladbach,team,0,7,0.0
Borussia M.Gladbach,team,0,8,0.0
Borussia M.Gladbach,team,0,9,0.0
Borussia M.Gladbach,team,0,10,0.0
Borussia M.Gladbach,team,0,11,0.0
Borussia M.Gladbach,team,1,0,0.0
Borussia M.Gladbach,team,1,1,0.0
Borussia M.Gladbach,team,1,2,0.0
Borussia M.Gladbach,team,1,3,0.0
Borussia M.Gladbach,team,1,4,0.0
Borussia M.Gladbach,team,1,5,0.0
Borussia M.Gladbach,team,1,6,0.0
Borussia M.Gladbach,team,1,7,0.0
Borussia M.Gladbach,team,1,8,0.0
Borussia M.Gladbach,team,1,9,0.0
Borussia M.Gladbach,team,1,10,0.0
Borussia M.Gladbach,team,1,11,0.0
Borussia M.Gladbach,team,2,0,0.0
Borussia M.Gladbach,team,2,1,0.0
Borussia M.Gladbach,team,2,2,0.0
Borussia M.Gladbach,team,2,3,0.0
Borussia M.Gladbach,team,2,4,0.0
Borussia M.Gladbach,team,2,5,0.0
Borussia M.Gladbach,team,2,6,0.0
Borussia M.Gladbach,team,2,7,0.0
Borussia M.Gladbach,team,2,8,0.0
Borussia M.Gladbach,team,2,9,0.0
Borussia M.Gladbach,team,2,10,0.0
Borussia M.Gladbach,team,2,11,0.0
Borussia M.Gladbach,team,3,0,0.0
Borussia M.Gladbach,team,3,1,0.0
Borussia M.Gladbach,team,3,2,0.0
Borussia M.Gladbach,team,3,3,0.0
Borussia M.Gladbach,team,3,4,0.0
Borussia M.Gladbach,team,3,5,0.0
Borussia M.Gladbach,team,3,6,0.0
Borussia M.Gladbach,team,3,7,0.0
Borussia M.Gladbach,team,3,8,0.0
Borussia M.Gladbach,team,3,9,0.0
Borussia M.Gladbach,team,3,10,0.0
Borussia M.Gladbach,team,3,11,0.0
Borussia M.Gladbach,team,4,0,0.0
Borussia M.Gladbach,team,4,1,0.0
Borussia M.Gladbach,team,4,2,0.0
Borussia M.Gladbach,team,4,3,0.0
Borussia M.Gladbach,team,4,4,0.0
Borussia M.Gladbach,team,4,5,0.0
Borussia M.Gladbach,team,4,6,0.0
Borussia M.Gladbach,team,4,7,0.0
Borussia M.Gladbach,team,4,8,0.0
Borussia M.Gladbach,team,4,9,0.0
Borussia M.Gladbach,team,4,10,0.0
Borussia M.Gladbach,team,4,11,0.0
Borussia M.Gladbach,team,5,0,0.0
Borussia M.Gladbach,team,5,1,0.0
Borussia M.Gladbach,team,5,2,0.0
Borussia M.Gladbach,team,5,3,0.0
Borussia M.Gladbach,team,5,4,0.0
Borussia M.Gladbach,team,5,5,0.0
Borussia M.Gladbach,team,5,6,0.0
Borussia M.Gladbach,team,5,7,0.0
Borussia M.Gladbach,team,5,8,0.0
Borussia M.Gladbach,team,5,9,0.0
Borussia M.Gladbach,team,5,10,0.0
Borussia M.Gladbach,team,5,11,0.0
Borussia M.Gladbach,team,6,0,0.0
Borussia M.Gladbach,team,6,1,0.0
Borussia M.Gladbach,team,6,2,0.0
Borussia M.Gladbach,team,6,3,0.0
Borussia M.Gladbach,team,6,4,0.0
Borussia M.Gladbach,team,6,5,0.0
Borussia M.Gladbach,team,6,6,0.0
Borussia M.Gladbach,team,6,7,0.0
Borussia M.Gladbach,team,6,8,0.0
Borussia M.Gladbach,team,6,9,0.0
Borussia M.Gladbach,team,6,10,0.0
Borussia M.Gladbach,team,6,11,0.0
Borussia M.Gladbach,team,7,0,0.0
Borussia M.Gladbach,team,7,1,0.0
Borussia M.Gladbach,team,7,2,0.0
Borussia M.Gladbach,team,7,3,0.0
Borussia M.Gladbach,team,7,4,0.0
Borussia M.Gladbach,team,7,5,0.0
Borussia M.Gladbach,team,7,6,0.0
Borussia M.Gladbach,team,7,7,0.0
Borussia M.Gladbach,team,7,8,0.0
Borussia M.Gladbach,team,7,9,0.0
Borussia M.Gladbach,team,7,10,0.0
Borussia M.Gladbach,team,7,11,0.0
Borussia M.Gladbach,team,8,0,0.0
Borussia M.Gladbach,team,8,1,0.0
Borussia M.Gladbach,team,8,2,0.0
Borussia M.Gladbach,team,8,3,0.0
Borussia M.Gladbach,team,8,4,0.0
Borussia M.Gladbach,team,8,5,0.0
Borussia M.Gladbach,team,8,6,0.0
Borussia M.Gladbach,team,8,7,0.0
Borussia M.Gladbach,team,8,8,0.0
Borussia M.Gladbach,team,8,9,0.0
Borussia M.Gladbach,team,8,10,0.0
Borussia M.Gladbach,team,8,11,0.0
Borussia M.Gladbach,team,9,0,0.0
Borussia M.Gladbach,team,9,1,0.0
Borussia M.Gladbach,team,9,2,0.0
Borussia M.Gladbach,team,9,3,0.052435
Borussia M.Gladbach,team,9,4,0.029995
Borussia M.Gladbach,team,9,5,0.074348
Borussia M.Gladbach,team,9,6,0.0
Borussia M.Gladbach,team,9,7,0.0
Borussia M.Gladbach,team,9,8,0.0
Borussia M.Gladbach,team,9,9,0.0
Borussia M.Gladbach,team,9,10,0.0
Borussia M.Gladbach,team,9,11,0.0
Borussia M.Gladbach,team,10,0,0.0
Borussia M.Gladbach,team,10,1,0.0
Borussia M.Gladbach,team,10,2,0.029995
Borussia M.Gladbach,team,10,3,0.045576
Borussia M.Gladbach,team,10,4,0.059563
Borussia M.Gladbach,team,10,5,0.048316
Borussia M.Gladbach,team,10,6,0.073277
Borussia M.Gladbach,team,10,7,0.067589
Borussia M.Gladbach,team,10,8,0.084261
Borussia M.Gladbach,team,10,9,0.118477
Borussia M.Gladbach,team,10,10,0.0
Borussia M.Gladbach,team,10,11,0.0
Borussia M.Gladbach,team,11,0,0.0
Borussia M.Gladbach,team,11,1,0.0
Borussia M.Gladbach,team,11,2,0.049854
Borussia M.Gladbach,team,11,3,0.030517
Borussia M.Gladbach,team,11,4,0.032259
Borussia M.Gladbach,team,11,5,0.0747
Borussia M.Gladbach,team,11,6,0.057107
Borussia M.Gladbach,team,11,7,0.067806
Borussia M.Gladbach,team,11,8,0.050141
Borussia M.Gladbach,team,11,9,0.083102
Borussia M.Gladbach,team,11,10,0.0
Borussia M.Gladbach,team,11,11,0.0
Borussia M.Gladbach,team,12,0,0.0
Borussia M.Gladbach,team,12,1,0.0
Borussia M.Gladbach,team,12,2,0.037056
Borussia M.Gladbach,team,12,3,0.050118
Borussia M.Gladbach,team,12,4,0.070162
Borussia M.Gladbach,team,12,5,0.069703
Borussia M.Gladbach,team,12,6,0.066472
Borussia M.Gladbach,team,12,7,0.084296
Borussia M.Gladbach,team,12,8,0.118705
Borussia M.Gladbach,team,12,9,0.1375
Borussia M.Gladbach,team,12,10,0.0
Borussia M.Gladbach,team,12,11,0.0
Borussia M.Gladbach,team,13,0,0.0
Borussia M.Gladbach,team,13,1,0.0625
Borussia M.Gladbach,team,13,2,0.059545
Borussia M.Gladbach,team,13,3,0.042075
Borussia M.Gladbach,team,13,4,0.14511
Borussia M.Gladbach,team,13,5,0.128365
Borussia M.Gladbach,team,13,6,0.148014
Borussia M.Gladbach,team,13,7,0.091232
Borussia M.Gladbach,team,13,8,0.047727
Borussia M.Gladbach,team,13,9,0.0
Borussia M.Gladbach,team,13,10,0.0
Borussia M.Gladbach,team,13,11,0.0
Borussia M.Gladbach,team,14,0,0.0
Borussia M.Gladbach,team,14,1,0.0
Borussia M.Gladbach,team,14,2,0.0625
Borussia M.Gladbach,team,14,3,0.075
Borussia M.Gladbach,team,14,4,0.03125
Borussia M.Gladbach,team,14,5,0.232891
Borussia M.Gladbach,team,14,6,0.186111
Borussia M.Gladbach,team,14,7,0.1375
Borussia M.Gladbach,team,14,8,0.0
Borussia M.Gladbach,team,14,9,0.0
Borussia M.Gladbach,team,14,10,0.0
Borussia M.Gladbach,team,14,11,0.0
Borussia M.Gladbach,team,15,0,0.0
Borussia M.Gladbach,team,15,1,0.0
Borussia M.Gladbach,team,15,2,0.0
Borussia M.Gladbach,team,15,3,0.0
Borussia M.Gladbach,team,15,4,0.125
Borussia M.Gladbach,team,15,5,0.25
Borussia M.Gladbach,team,15,6,0.25
Borussia M.Gladbach,team,15,7,0.0
Borussia M.Gladbach,team,15,8,0.0
Borussia M.Gladbach,team,15,9,0.0
Borussia M.Gladbach,team,15,10,0.0
Borussia M.Gladbach,team,15,11,0.0
Bournemouth,team,0,0,0.0
Bournemouth,team,0,1,0.0
Bournemouth,team,0,2,0.0
Bournemouth,team,0,3,0.0
Bournemouth,team,0,4,0.0
Bournemouth,team,0,5,0.0
Bournemouth,team,0,6,0.0
Bournemouth,team,0,7,0.0
Bournemouth,team,0,8,0.0
Bournemouth,team,0,9,0.0
Bournemouth,team,0,10,0.0
Bournemouth,team,0,11,0.0
Bournemouth,team,1,0,0.0
Bournemouth,team,1,1,0.0
Bournemouth,team,1,2,0.0
Bournemouth,team,1,3,0.0
Bournemouth,team,1,4,0.0
Bournemouth,team,1,5,0.0
Bournemouth,team,1,6,0.0
Bournemouth,team,1,7,0.0
Bournemouth,team,1,8,0.0
Bournemouth,team,1,9,0.0
Bournemouth,team,1,10,0.0
Bournemouth,team,1,11,0.0
Bournemouth,team,2,0,0.0
Bournemouth,team,2,1,0.0
Bournemouth,team,2,2,0.0
Bournemouth,team,2,3,0.0
Bournemouth,team,2,4,0.0
Bournemouth,team,2,5,0.0
Bournemouth,team,2,6,0.0
Bournemouth,team,2,7,0.0
Bournemouth,team,2,8,0.0
Bournemouth,team,2,9,0.0
Bournemouth,team,2,10,0.0
Bournemouth,team,2,11,0.0
Bournemouth,team,3,0,0.0
Bournemouth,team,3,1,0.0
Bournemouth,team,3,2,0.0
Bournemouth,team,3,3,0.0
Bournemouth,team,3,4,0.0
Bournemouth,team,3,5,0.0
Bournemouth,team,3,6,0.0
Bournemouth,team,3,7,0.0
Bournemouth,team,3,8,0.0
Bournemouth,team,3,9,0.0
Bournemouth,team,3,10,0.0
Bournemouth,team,3,11,0.0
Bournemouth,team,4,0,0.0
Bournemouth,team,4,1,0.0
Bournemouth,team,4,2,0.0
Bournemouth,team,4,3,0.0
Bournemouth,team,4,4,0.0
Bournemouth,team,4,5,0.0
Bournemouth,team,4,6,0.0
Bournemouth,team,4,7,0.0
Bournemouth,team,4,8,0.0
Bournemouth,team,4,9,0.0
Bournemouth,team,4,10,0.0
Bournemouth,team,4,11,0.0
Bournemouth,team,5,0,0.0
Bournemouth,team,5,1,0.0
Bournemouth,team,5,2,0.0
Bournemouth,team,5,3,0.0
Bournemouth,team,5,4,0.0
Bournemouth,team,5,5,0.0
Bournemouth,team,5,6,0.0
Bournemouth,team,5,7,0.0
Bournemouth,team,5,8,0.0
Bournemouth,team,5,9,0.0
Bournemouth,team,5,10,0.0
Bournemouth,team,5,11,0.0
Bournemouth,team,6,0,0.0
Bournemouth,team,6,1,0.0
Bournemouth,team,6,2,0.0
Bournemouth,team,6,3,0.0
Bournemouth,team,6,4,0.0
Bournemouth,team,6,5,0.0
Bournemouth,team,6,6,0.0
Bournemouth,team,6,7,0.0
Bournemouth,team,6,8,0.0
Bournemouth,team,6,9,0.0
Bournemouth,team,6,10,0.0
Bournemouth,team,6,11,0.0
Bournemouth,team,7,0,0.0
Bournemouth,team,7,1,0.0
Bournemouth,team,7,2,0.0
Bournemouth,team,7,3,0.0
Bournemouth,team,7,4,0.0
Bournemouth,team,7,5,0.0
Bournemouth,team,7,6,0.0
Bournemouth,team,7,7,0.0
Bournemouth,team,7,8,0.0
Bournemouth,team,7,9,0.0
Bournemouth,team,7,10,0.0
Bournemouth,team,7,11,0.0
Bournemouth,team,8,0,0.0
Bournemouth,team,8,1,0.0
Bournemouth,team,8,2,0.0
Bournemouth,team,8,3,0.0
Bournemouth,team,8,4,0.0
Bournemouth,team,8,5,0.0
Bournemouth,team,8,6,0.0
Bournemouth,team,8,7,0.0
Bournemouth,team,8,8,0.0
Bournemouth,team,8,9,0.0
Bournemouth,team,8,10,0.0
Bournemouth,team,8,11,0.0
Bournemouth,team,9,0,0.0
Bournemouth,team,9,1,0.0
Bournemouth,team,9,2,0.048431
Bournemouth,team,9,3,0.0
Bournemouth,team,9,4,0.0
Bournemouth,team,9,5,0.116692
Bournemouth,team,9,6,0.258501
Bournemouth,team,9,7,0.0
Bournemouth,team,9,8,0.044938
Bournemouth,team,9,9,0.043932
Bournemouth,team,9,10,0.0
Bournemouth,team,9,11,0.0
Bournemouth,team,10,0,0.0
Bournemouth,team,10,1,0.048431
Bournemouth,team,10,2,0.06819
Bournemouth,team,10,3,0.076521
Bournemouth,team,10,4,0.073357
Bournemouth,team,10,5,0.076769
Bournemouth,team,10,6,0.086452
Bournemouth,team,10,7,0.049238
Bournemouth,team,10,8,0.059428
Bournemouth,team,10,9,0.0
Bournemouth,team,10,10,0.039463
Bournemouth,team,10,11,0.0
Bournemouth,team,11,0,0.0
Bournemouth,team,11,1,0.0
Bournemouth,team,11,2,0.042785
Bournemouth,team,11,3,0.050299
Bournemouth,team,11,4,0.089562
Bournemouth,team,11,5,0.117854
Bournemouth,team,11,6,0.054388
Bournemouth,team,11,7,0.045316
Bournemouth,team,11,8,0.039962
Bournemouth,team,11,9,0.070504
Bournemouth,team,11,10,0.0968
Bournemouth,team,11,11,0.0
Bournemouth,team,12,0,0.0
Bournemouth,team,12,1,0.0
Bournemouth,team,12,2,0.071077
Bournemouth,team,12,3,0.0473
Bournemouth,team,12,4,0.070583
Bournemouth,team,12,5,0.090172
Bournemouth,team,12,6,0.062589
Bournemouth,team,12,7,0.075111
Bournemouth,team,12,8,0.096844
Bournemouth,team,12,9,0.029226
Bournemouth,team,12,10,0.036532
Bournemouth,team,12,11,0.0
Bournemouth,team,13,0,0.0
Bournemouth,team,13,1,0.0
Bournemouth,team,13,2,0.072081
Bournemouth,team,13,3,0.04947
Bournemouth,team,13,4,0.114336
Bournemouth,team,13,5,0.172037
Bournemouth,team,13,6,0.127912
Bournemouth,team,13,7,0.122396
Bournemouth,team,13,8,0.036533
Bournemouth,team,13,9,0.105263
Bournemouth,team,13,10,0.0
Bournemouth,team,13,11,0.0
Bournemouth,team,14,0,0.0
Bournemouth,team,14,1,0.0
Bournemouth,team,14,2,0.046196
Bournemouth,team,14,3,0.092391
Bournemouth,team,14,4,0.227391
Bournemouth,team,14,5,0.095939
Bournemouth,team,14,6,0.227299
Bournemouth,team,14,7,0.071477
Bournemouth,team,14,8,0.105263
Bournemouth,team,14,9,0.166667
Bournemouth,team,14,10,0.0
Bournemouth,team,14,11,0.0
Bournemouth,team,15,0,1.0
Bournemouth,team,15,1,0.0
Bournemouth,team,15,2,0.0
Bournemouth,team,15,3,0.0
Bournemouth,team,15,4,0.0
Bournemouth,team,15,5,0.478261
Bournemouth,team,15,6,0.3125
Bournemouth,team,15,7,0.166667
Bournemouth,team,15,8,0.0
Bournemouth,team,15,9,0.0
Bournemouth,team,15,10,0.0
Bournemouth,team,15,11,0.0
Brentford,team,0,0,0.0
Brentford,team,0,1,0.0
Brentford,team,0,2,0.0
Brentford,team,0,3,0.0
Brentford,team,0,4,0.0
Brentford,team,0,5,0.0
Brentford,team,0,6,0.0
Brentford,team,0,7,0.0
Brentford,team,0,8,0.0
Brentford,team,0,9,0.0
Brentford,team,0,10,0.0
Brentford,team,0,11,0.0
Brentford,team,1,0,0.0
Brentford,team,1,1,0.0
Brentford,team,1,2,0.0
Brentford,team,1,3,0.0
Brentford,team,1,4,0.0
Brentford,team,1,5,0.0
Brentford,team,1,6,0.0
Brentford,team,1,7,0.0
Brentford,team,1,8,0.0
Brentford,team,1,9,0.0
Brentford,team,1,10,0.0
Brentford,team,1,11,0.0
Brentford,team,2,0,0.0
Brentford,team,2,1,0.0
Brentford,team,2,2,0.0
Brentford,team,2,3,0.0
Brentford,team,2,4,0.0
Brentford,team,2,5,0.0
Brentford,team,2,6,0.0
Brentford,team,2,7,0.0
Brentford,team,2,8,0.0
Brentford,team,2,9,0.0
Brentford,team,2,10,0.0
Brentford,team,2,11,0.0
Brentford,team,3,0,0.0
Brentford,team,3,1,0.0
Brentford,team,3,2,0.0
Brentford,team,3,3,0.0
Brentford,team,3,4,0.0
Brentford,team,3,5,0.0
Brentford,team,3,6,0.0
Brentford,team,3,7,0.0
Brentford,team,3,8,0.0
Brentford,team,3,9,0.0
Brentford,team,3,10,0.0
Brentford,team,3,11,0.0
Brentford,team,4,0,0.0
Brentford,team,4,1,0.0
Brentford,team,4,2,0.0
Brentford,team,4,3,0.0
Brentford,team,4,4,0.0
Brentford,team,4,5,0.0
Brentford,team,4,6,0.0
Brentford,team,4,7,0.0
Brentford,team,4,8,0.0
Brentford,team,4,9,0.0
Brentford,team,4,10,0.0
Brentford,team,4,11,0.0
Brentford,team,5,0,0.0
Brentford,team,5,1,0.0
Brentford,team,5,2,0.0
Brentford,team,5,3,0.0
Brentford,team,5,4,0.0
Brentford,team,5,5,0.0
Brentford,team,5,6,0.0
Brentford,team,5,7,0.0
Brentford,team,5,8,0.0
Brentford,team,5,9,0.0
Brentford,team,5,10,0.0
Brentford,team,5,11,0.0
Brentford,team,6,0,0.0
Brentford,team,6,1,0.0
Brentford,team,6,2,0.0
Brentford,team,6,3,0.0
Brentford,team,6,4,0.0
Brentford,team,6,5,0.0
Brentford,team,6,6,0.0
Brentford,team,6,7,0.0
Brentford,team,6,8,0.0
Brentford,team,6,9,0.0
Brentford,team,6,10,0.0
Brentford,team,6,11,0.0
Brentford,team,7,0,0.0
Brentford,team,7,1,0.0
Brentford,team,7,2,0.0
Brentford,team,7,3,0.0
Brentford,team,7,4,0.0
Brentford,team,7,5,0.0
Brentford,team,7,6,0.0
Brentford,team,7,7,0.0
Brentford,team,7,8,0.0
Brentford,team,7,9,0.0
Brentford,team,7,10,0.0
Brentford,team,7,11,0.0
Brentford,team,8,0,0.0
Brentford,team,8,1,0.0
Brentford,team,8,2,0.0
Brentford,team,8,3,0.0
Brentford,team,8,4,0.0
Brentford,team,8,5,0.0
Brentford,team,8,6,0.0
Brentford,team,8,7,0.0
Brentford,team,8,8,0.0
Brentford,team,8,9,0.0
Brentford,team,8,10,0.0
Brentford,team,8,11,0.0
Brentford,team,9,0,0.0
Brentford,team,9,1,0.0
Brentford,team,9,2,0.0
Brentford,team,9,3,0.0
Brentford,team,9,4,0.053004
Brentford,team,9,5,0.0
Brentford,team,9,6,0.0
Brentford,team,9,7,0.0
Brentford,team,9,8,0.0
Brentford,team,9,9,0.0
Brentford,team,9,10,0.0
Brentford,team,9,11,0.0
Brentford,team,10,0,0.0
Brentford,team,10,1,0.0
Brentford,team,10,2,0.0
Brentford,team,10,3,0.068841
Brentford,team,10,4,0.072229
Brentford,team,10,5,0.08403
Brentford,team,10,6,0.135877
Brentford,team,10,7,0.054133
Brentford,team,10,8,0.08403
Brentford,team,10,9,0.105733
Brentford,team,10,10,0.0
Brentford,team,10,11,0.0
Brentford,team,11,0,0.0
Brentford,team,11,1,0.0
Brentford,team,11,2,0.0
Brentford,team,11,3,0.040356
Brentford,team,11,4,0.095988
Brentford,team,11,5,0.072439
Brentford,team,11,6,0.084463
Brentford,team,11,7,0.088961
Brentford,team,11,8,0.02801
Brentford,team,11,9,0.135877
Brentford,team,11,10,0.114122
Brentford,team,11,11,0.0
Brentford,team,12,0,0.0
Brentford,team,12,1,0.0
Brentford,team,12,2,0.048988
Brentford,team,12,3,0.07172
Brentford,team,12,4,0.067629
Brentford,team,12,5,0.12504
Brentford,team,12,6,0.084292
